17.5	21.5	3
18	21.5	3
18.5	21.5	3
19	21.5	3
19.5	21.5	3
20	21.5	3
20.5	21.5	3
21	21.5	3
21.5	21.5	3
22	21.5	3
22.5	21.5	3
23	21.5	3
23.5	21.5	3
24	21.5	3

17.5	22	3
18	22	3
18.5	22	3
19	22	3
19.5	22	3
20	22	3
20.5	22	3
21	22	3
21.5	22	3
22	22	3
22.5	22	3
23	22	3
23.5	22	3
24	22	3

17.5	22.5	3
18	22.5	3
18.5	22.5	3
19	22.5	3
19.5	22.5	3
20	22.5	3
20.5	22.5	3
21	22.5	3
21.5	22.5	3
22	22.5	3
22.5	22.5	3
23	22.5	3
23.5	22.5	3
24	22.5	3

19	23	3
19.5	23	3
20	23	3
20.5	23	3
21	23	3
21.5	23	3
22	23	3
22.5	23	3

19	23.5	3
19.5	23.5	3
20	23.5	3
20.5	23.5	3
21	23.5	3
21.5	23.5	3
22	23.5	3
22.5	23.5	3


7	-24	3
7.5	-24	3
8	-24	3
8.5	-24	3

9	-24	3
9.5	-24	3
10	-24	3
10.5	-24	3
11	-24	3
11.5	-24	3
12	-24	3
12.5	-24	3
13	-24	3
13.5	-24	3
14	-24	3
14.5	-24	3
15	-24	3
15.5	-24	3
16	-24	3
16.5	-24	3
17	-24	3
17.5	-24	3
18	-24	3
18.5	-24	3
19	-24	3
19.5	-24	3
20	-24	3
20.5	-24	3
21	-24	3

7	-23.5	3
7.5	-23.5	3
8	-23.5	3
8.5	-23.5	3

9	-23.5	3
9.5	-23.5	3
10	-23.5	3
10.5	-23.5	3
11	-23.5	3
11.5	-23.5	3
12	-23.5	3
12.5	-23.5	3
13	-23.5	3
13.5	-23.5	3
14	-23.5	3
14.5	-23.5	3
15	-23.5	3
15.5	-23.5	3
16	-23.5	3
16.5	-23.5	3
17	-23.5	3
17.5	-23.5	3
18	-23.5	3
18.5	-23.5	3
19	-23.5	3
19.5	-23.5	3
20	-23.5	3
20.5	-23.5	3
21	-23.5	3

12	-22.5	3
12.5	-22.5	3
15.5	-22.5	3
16	-22.5	3
12	-23	3
12.5	-23	3
15.5	-23	3
16	-23	3

11.5	-21	3
12	-21	3
12.5	-21	3
13	-21	3
13.5	-21	3
14	-21	3
14.5	-21	3
15	-21	3
15.5	-21	3
16	-21	3
16.5	-21	3

11.5	-21.5	3
12	-21.5	3
12.5	-21.5	3
13	-21.5	3
13.5	-21.5	3
14	-21.5	3
14.5	-21.5	3
15	-21.5	3
15.5	-21.5	3
16	-21.5	3
16.5	-21.5	3

11.5	-22	3
12	-22	3
12.5	-22	3
13	-22	3
13.5	-22	3
14	-22	3
14.5	-22	3
15	-22	3
15.5	-22	3
16	-22	3
16.5	-22	3

-2.5	-3	2
-2.5	-2.5	1
-2.5	-2	1
-2.5	-1.5	1
-2.5	-1	1
-3	-3	0
-3.5	-3	0
-4	-3	0
-4.5	-3	0
-5	-3	0
-5	-3	0
-5.5	-3	0
-6	-3	0
-6.5	-3	0
-7	-3	0
-7.5	-3	0
-8	-3	2
-8.5	-3	0
-9	-3	0
-9.5	-3	0
-10	-3	0
-10.5	-3	0
-11	-3	0
-11.5	-3	0
-12	-3	2
-12.5	-3	0
-13	-3	0
-13.5	-3	0
-14	-3	0
-14.5	-3	0
-15	-3	0
-15.5	-3	0
-16	-3	2

-8	4.5	1
-8	4	1
-8	3.5	1
-8	3	2
-8	2.5	1
-8	2	1
-8	1.5	1
-8	1	1
-8	0.5	1
-8	0	2
-8	-0.5	1
-8	-1	1
-8	-1.5	1
-8	-2	1
-8	-2.5	1
-8	-3.5	1
-8	-4	1
-8	-4.5	1
-8	-5	1
-8	-5.5	1
-8	-6	1
-8	-6.5	1
-8	-7	1
-8	-7.5	1
-8	-8	1
-8	-8.5	1
-8	-9	1
-8	5	1
-8	5.5	1
-8	6	2
-8	6.5	1
-8	7	1
-8	7.5	1
-8	8	1
-8	8.5	1
-8	9	2
-8	9.5	1
-8	10	1
-8	10.5	1
-8	11	1
-8	11.5	1
-8	12	1
-8	12.5	1
-8	13	1
-8	13.5	1
-8	14	1
-8	14.5	1
-8	15	1
-8	15.5	1
-8	16	1
-8	16.5	1
-8	17	2

-8.5	17	0
-9	17	0
-9.5	17	0
-10	17	0
-10.5	17	0
-11	17	0
-11.5	17	0

-12	17	2
-12	16.5	1
-12	16	1
-12	15.5	1
-12	15	1
-12	14.5	1
-12	14	1
-12	13.5	1
-12	13	1
-12	12.5	1
-12	12	1
-12	11.5	1
-12	11	1
-12	10.5	1
-12	10	1
-12	9.5	1
-12	9	2
-12	8.5	1
-12	8	1
-12	7.5	1
-12	7	1
-12	6.5	1
-12	6	2
-12	5.5	1
-12	5	1
-12	4.5	1
-12	4	1
-12	3.5	1
-12	3	2
-12	2.5	1
-12	2	1
-12	1.5	1
-12	1	1
-12	0.5	1
-12	0	2
-12	-0.5	1
-12	-1	1
-12	-1.5	1
-12	-2	1
-12	-2.5	1
-12	-3.5	1
-12	-4	1
-12	-4.5	1
-12	-5	1
-12	-5.5	1
-12	-6	1
-12	-6.5	1
-12	-7	1
-12	-7.5	1
-12	-8	1
-12	-8.5	1
-12	-9	1
-12	-10	1
-12	-10.5	1
-12	-11	1
-12	-11.5	1
-12	-12	1
-12	-12.5	1
-12	-13	1
-12	-13.5	1
-12	-14	1
-12	-14.5	1
-12	-15	2
-12	-15.5	1
-12	-16	1
-12	-16.5	1
-12	-17	1
-12	-17.5	1
-12	-18	1
-12	-18.5	1
-12	-19	1
-12	-19.5	1
-12	-20	2

-11.5	-20	0
-11	-20	0
-10.5	-20	0
-10	-20	0
-9.5	-20	0
-9	-20	0
-8.5	-20	0
-8	-20	0
-7.5	-20	0
-7	-20	0
-6.5	-20	0
-6	-20	0
-5.5	-20	0
-5	-20	0
-4.5	-20	0
-4	-20	0
-3.5	-20	0
-3	-20	0
-2.5	-20	0
-2	-20	0
-1.5	-20	0
-1	-20	0
-0.5	-20	0
-0	-20	0
0.5	-20	0
1	-20	0
1.5	-20	0
2	-20	0
2.5	-20	0
3	-20	0
3.5	-20	0
4	-20	0
4.5	-20	0
5	-20	0
5.5	-20	0
6	-20	0
6.5	-20	0
7	-20	0
7.5	-20	0
8	-20	0
8.5	-20	0
9	-20	0
9.5	-20	0
10	-20	0
10.5	-20	0
11	-20	0
11.5	-20	0
12	-20	0
12.5	-20	0
13	-20	0
13.5	-20	0
14	-20	2
14	-20.5	1

-12.5	-15	0

-13	-15	0
-13.5	-15	0
-14	-15	0
-14.5	-15	0
-15	-15	0
-15.5	-15	0
-16	-15	0
-16.5	-15	0
-17	-15	0
-17.5	-15	0
-18	-15	0
-18.5	-15	2

-11.5	-15	0
-11	-15	0
-10.5	-15	0
-10	-15	0
-9.5	-15	0
-9	-15	0
-8.5	-15	0
-8	-15	0

-7.5	-15	0
-7	-15	0
-6.5	-15	0
-6	-15	0
-5.5	-15	0
-5	-15	0
-4.5	-15	0
-4	-15	0
-3.5	-15	0
-3	-15	0
-2.5	-15	0
-2	-15	0
-1.5	-15	0
-1	-15	0
-0.5	-15	0
-0	-15	2


-16	6	2
-16	5.5	1
-16	5	1
-16	4.5	1
-16	4	1
-16	3.5	1
-16	3	1
-16	2.5	1
-16	2	1
-16	1.5	2
-16	1	1
-16	0.5	1
-16	0	2
-16	-0.5	1
-16	-1	1
-16	-1.5	1
-16	-2	1
-16	-2.5	1

-22	-3.5	1
-22	-4	1
-22	-4.5	1
-22	-5	1
-22	-5.5	1
-22	-6	1
-22	-6.5	1
-22	-7	1
-22	-7.5	1
-22	-8	1
-22	-8.5	1
-22	-9	1
-22	-9.5	2

-27.5	6	0
-27	6	0
-26.5	6	0
-26	6	0
-25.5	6	0
-25	6	0
-24.5	6	0
-24	6	0
-23.5	6	0
-23	6	0
-22.5	6	0

-27.5	-3	0
-27	-3	0
-26.5	-3	0
-26	-3	0
-25.5	-3	0
-25	-3	0
-24.5	-3	0
-24	-3	0
-23.5	-3	0
-23	-3	0
-22.5	-3	0

-27.5	-9.5	0
-27	-9.5	0
-26.5	-9.5	0
-26	-9.5	0
-25.5	-9.5	0
-25	-9.5	0
-24.5	-9.5	0
-24	-9.5	0
-23.5	-9.5	0
-23	-9.5	0
-22.5	-9.5	0

-22	9	2

-22.5	9	0
-23	9	0
-23.5	9	0
-24	9	0
-24.5	9	0
-25	9	0
-25.5	9	0
-26	9	0
-26.5	9	0
-27	9	0
-27.5	9	0

-26.5	11.5	3
-26	11.5	3
-25.5	11.5	3
-25	11.5	3
-24.5	11.5	3

-24.5	11	3
-25	11	3
-25.5	11	3
-26	11	3
-26.5	11	3

-24.5	12	3
-25	12	3
-25.5	12	3
-26	12	3
-26.5	12	3

-24.5	12.5	3
-25	12.5	3
-25.5	12.5	3
-26	12.5	3
-26.5	12.5	3

-24.5	13	3
-25	13	3
-25.5	13	3
-26	13	3
-26.5	13	3

-24.5	13.5	3
-25	13.5	3
-25.5	13.5	3
-26	13.5	3
-26.5	13.5	3

-22	6.5	1
-22	7	1
-22	7.5	1
-22	8	1
-22	8.5	1
-22	9.5	1
-22	10	1
-22	10.5	1
-22	11	1
-22	11.5	1
-22	12	1

-22	12.5	1
-22	13	1
-22	13.5	1
-22	14	1
-22	14.5	1

-22.5	14.5	3
-23	14.5	3
-23.5	14.5	3
-24	14.5	3
-24.5	14.5	3
-25	14.5	3

-25.5	14.5	3
-26	14.5	3
-26	14	3
-25	14	3

-28	9	2
-28	8.5	1
-28	8	1
-28	7.5	1
-28	7	1
-28	6.5	1
-28	6.0	2
-28	5.5	1
-28	5.0	1
-28	4.5	1
-28	4.0	1
-28	3.5	1
-28	3.0	1
-28	2.5	1
-28	2.0	1
-28	1.5	1
-28	1.0	1
-28	0.5	1
-28	-0	1
-28	-0.5	1
-28	-1	1
-28	-1.5	1
-28	-2	1
-28	-2.5	1
-28	-3	2
-28	-3.5	1
-28	-4	1
-28	-4.5	1
-28	-5	1
-28	-5.5	1
-28	-6	1
-28	-6.5	1
-28	-7	1
-28	-7.5	1
-28	-8	1
-28	-8.5	1
-28	-9	1
-28	-9.5	2

-21.5	-9.5	0
-21	-9.5	0
-20.5	-9.5	0
-20	-9.5	0
-19.5	-9.5	0
-19	-9.5	0
-18.5	-9.5	0
-18	-9.5	0
-17.5	-9.5	0
-17	-9.5	0
-16.5	-9.5	0
-16	-9.5	0
-15.5	-9.5	0
-15	-9.5	0
-14.5	-9.5	0
-14	-9.5	0
-13.5	-9.5	0
-13	-9.5	0
-12.5	-9.5	0

-16.5	1.5	0
-17	1.5	0
-17.5	1.5	0
-18	1.5	0
-18.5	1.5	0
-19	1.5	0
-19.5	1.5	0
-20	1.5	2

-20	0	2
-20	0.5	1
-20	1	1
-20	2	1
-20	2.5	1
-20	3	2

-20.5	0	0
-21	0	0
-21.5	0	0
-22	0	2
-22.5	0	0
-23	0	0
-23.5	0	0
-24	0	2

-22	3.5	1
-22	4	1
-22	4.5	1
-22	5	1
-22	5.5	1

-22	-0.5	1
-22	-1	1
-22	-1.5	1
-22	-2	1
-22	-2.5	1
-22	-3	2

-21.5	-3	0
-21	-3	0
-20.5	-3	0
-20	-3	0
-19.5	-3	0
-19	-3	0
-18.5	-3	0
-18	-3	0
-17.5	-3	0
-17	-3	0
-16.5	-3	0

-22	6	2
-21.5	6	0
-21	6	0
-20.5	6	0
-20	6	0
-19.5	6	0
-19	6	0
-18.5	6	0
-18	6	0
-17.5	6	0
-17	6	0
-16.5	6	0

-20.5	3	0
-21	3	0
-21.5	3	0
-22	3	2
-22.5	3	0
-23	3	0
-23.5	3	0
-24	3	2

-24	0.5	1
-24	1	1
-24	1.5	1
-24	2	1
-24	2.5	1

-8.5	0	0
-9	0	0
-9.5	0	0
-10	0	0
-10.5	0	0
-11	0	0
-11.5	0	0

-12.5	0	0
-13	0	0
-13.5	0	0
-14	0	0
-14.5	0	0
-15	0	0
-15.5	0	0

-8.5	3	0
-9	3	0
-9.5	3	0
-10	3	0
-10.5	3	0
-11	3	0
-11.5	3	0

-8.5	6	0
-9	6	0
-9.5	6	0
-10	6	0
-10.5	6	0
-11	6	0
-11.5	6	0

-12.5	6	0
-13	6	0
-13.5	6	0
-14	6	0
-14.5	6	0
-15	6	0
-15.5	6	0

-8.5	9	0
-9	9	0
-9.5	9	0
-10	9	0
-10.5	9	0
-11	9	0
-11.5	9	0

13.5	-8.75	3
13.5	-9.25	3
13.5	-9.75	3
13.5	-10.25	3
13.75	-7.75	3
13.75	-8.25	3
14.25	-7.75	3
14.25	-8.25	3
13.75	-8.75	3
13.75	-9.25	3
14.25	-8.75	3
14.25	-9.25	3
13.75	-9.75	3
13.75	-10.25	3
14.25	-9.75	3
14.25	-10.25	3

-12	-9.5	2
-11.5	-9.5	0
-11	-9.5	0
-10.5	-9.5	0
-10	-9.5	0
-9.5	-9.5	0
-9	-9.5	0
-8.5	-9.5	0
-8	-9.5	2
-7.5	-9.5	0
-7	-9.5	0
-6.5	-9.5	0
-6	-9.5	0
-5.5	-9.5	0
-5	-9.5	0
-4.5	-9.5	0
-4	-9.5	0
-3.5	-9.5	0
-3	-9.5	0
-2.5	-9.5	0
-2	-9.5	0
-1.5	-9.5	0
-1	-9.5	0
-0.5	-9.5	0
0	-9.5	0
.5	-9.5	0
1	-9.5	0
1.5	-9.5	0
2	-9.5	0
2.5	-9.5	0
3	-9.5	0
3.5	-9.5	0
4	-9.5	0
4.5	-9.5	0
5	-9.5	0
5.5	-9.5	0
6	-9.5	0
6.5	-9.5	0
7	-9.5	0
7.5	-9.5	0
8	-9.5	0
8.5	-9.5	0
9	-9.5	0
9.5	-9.5	0
10	-9.5	0
10.5	-9.5	0
11	-9.5	0
11.5	-9.5	0
12	-9.5	0
12.5	-9.5	0
13	-9.5	0


-7.5	16	3
-7	16	3
-7.5	14	3
-7	14	3
-7.5	12	3
-7	12	3

-9	11.4	3
-8.5	11.4	3
-9	13.4	3
-8.5	13.4	3
-9	15.4	3
-8.5	15.4	3

-11.5	16	3
-11	16	3
-11.5	14	3
-11	14	3
-11.5	12	3
-11	12	3

-13	11.4	3
-12.5	11.4	3
-13	13.4	3
-12.5	13.4	3
-13	15.4	3
-12.5	15.4	3

0	0	0

row of 0s ends the actual data

horz line	0
vert line	1
no line		2
grey		3
